AreaId,AreaCode,AreaName,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
28,E06000030,Swindon                                                                                             ,0,0,0,0,2,13,21,12,6,13,2,6,2,0,0
29,E06000031,Peterborough                                                                                        ,0,0,0,0,1,5,7,6,5,3,4,5,3,3,3
30,E06000032,Luton                                                                                               ,0,0,0,0,7,6,4,2,4,3,3,3,0,2,0
31,E06000033,Southend-on-Sea                                                                                     ,0,0,0,0,5,10,5,5,6,4,3,5,4,2,0
32,E06000034,Thurrock                                                                                            ,0,0,0,0,2,6,8,5,2,1,0,1,0,0,0
33,E06000035,Medway                                                                                              ,0,0,0,0,3,6,15,10,6,3,4,6,2,2,0
34,E06000036,Bracknell Forest                                                                                    ,0,0,0,0,0,1,3,0,3,2,1,1,0,1,0
35,E06000037,West Berkshire                                                                                      ,0,0,0,0,2,7,16,22,9,6,2,2,0,0,0
36,E06000038,Reading                                                                                             ,0,0,0,0,3,9,19,12,12,7,2,3,1,1,3
37,E06000039,Slough                                                                                              ,0,0,0,0,0,1,7,1,4,2,0,1,0,1,1
38,E06000040,Windsor and Maidenhead                                                                              ,0,0,0,2,4,13,14,15,11,4,3,1,0,1,0
39,E06000041,Wokingham                                                                                           ,0,0,0,0,4,11,13,21,7,8,8,1,2,1,0
40,E06000042,Milton Keynes                                                                                       ,0,0,3,6,8,23,14,25,9,9,3,1,0,1,2
41,E06000043,Brighton and Hove                                                                                   ,0,0,0,1,3,6,11,7,8,8,14,2,4,0,2
42,E06000044,Portsmouth                                                                                          ,0,0,0,0,3,2,7,16,13,4,3,0,0,1,0
43,E06000045,Southampton                                                                                         ,0,0,0,0,2,6,13,8,7,6,5,7,5,5,1
44,E06000046,Isle of Wight                                                                                       ,0,0,0,0,0,0,2,4,8,8,6,7,5,4,0
45,E06000047,County Durham                                                                                       ,0,0,0,2,14,36,51,63,44,44,44,31,32,26,14
46,E06000049,Cheshire East                                                                                       ,0,0,0,0,9,17,41,41,36,37,20,16,11,7,6
47,E06000050,Cheshire West and Chester                                                                           ,0,0,0,0,2,7,23,23,29,16,14,12,4,2,2
48,E06000051,Shropshire                                                                                          ,0,0,1,3,4,5,9,13,16,17,14,10,10,6,6
49,E06000052,Cornwall                                                                                            ,0,0,0,0,5,10,16,7,11,12,9,0,2,1,0
50,E06000054,Wiltshire                                                                                           ,0,0,0,1,7,26,28,34,26,39,20,11,13,8,9
51,E06000055,Bedford                                                                                             ,0,0,0,1,5,3,9,3,4,4,7,6,1,3,0
52,E06000056,Central Bedfordshire                                                                                ,0,0,0,0,3,3,18,10,9,5,7,2,5,3,5
53,E06000057,Northumberland                                                                                      ,0,0,0,1,2,7,15,21,25,25,11,14,7,10,2
54,E06000058,"Bournemouth, Christchurch and Poole                                                                 ",0,0,0,0,0,4,21,21,33,8,2,4,1,1,4
55,E06000059,Dorset                                                                                              ,0,0,0,0,3,5,13,23,20,16,2,2,0,0,1
56,E06000060,Buckinghamshire                                                                                     ,0,1,3,1,9,31,45,32,28,21,13,8,4,1,0
57,E07000008,Cambridge                                                                                           ,0,0,0,0,0,3,14,11,7,4,3,4,5,1,0
58,E07000009,East Cambridgeshire                                                                                 ,1,0,0,0,0,4,6,5,1,4,1,1,1,0,0
59,E07000010,Fenland                                                                                             ,0,0,0,0,0,2,1,0,3,3,7,5,2,1,1
60,E07000011,Huntingdonshire                                                                                     ,0,0,0,0,1,3,1,7,8,1,8,7,3,5,1
61,E07000012,South Cambridgeshire                                                                                ,0,0,0,0,0,0,3,2,10,3,2,0,1,0,1
62,E07000026,Allerdale                                                                                           ,0,0,0,0,1,1,4,2,1,6,5,0,0,1,0
63,E07000027,Barrow-in-Furness                                                                                   ,0,0,0,0,1,2,5,9,2,3,0,1,0,0,0
64,E07000028,Carlisle                                                                                            ,0,0,0,0,3,1,5,8,7,8,16,7,0,3,0
65,E07000029,Copeland                                                                                            ,0,0,0,0,2,1,0,5,4,3,1,2,3,3,0
66,E07000030,Eden                                                                                                ,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
67,E07000031,South Lakeland                                                                                      ,0,0,0,0,2,12,13,13,5,12,7,1,3,2,2
68,E07000032,Amber Valley                                                                                        ,0,0,0,1,1,3,2,6,2,3,4,2,1,1,2
69,E07000033,Bolsover                                                                                            ,0,0,0,0,1,1,0,6,3,0,5,2,0,1,1
70,E07000034,Chesterfield                                                                                        ,0,0,0,0,0,3,6,4,5,6,5,1,5,3,0
71,E07000035,Derbyshire Dales                                                                                    ,0,0,0,0,2,3,5,6,4,4,4,3,0,3,2
72,E07000036,Erewash                                                                                             ,0,0,0,1,2,3,1,4,4,7,2,2,2,0,2
73,E07000037,High Peak                                                                                           ,0,0,0,0,0,4,13,12,9,2,0,0,1,0,2
74,E07000038,North East Derbyshire                                                                               ,0,0,0,2,3,8,12,9,10,8,7,6,6,3,0
75,E07000039,South Derbyshire                                                                                    ,0,0,0,1,2,4,8,5,4,2,2,1,2,1,2
76,E07000040,East Devon                                                                                          ,0,0,0,0,2,2,6,4,11,4,1,1,0,1,1
77,E07000041,Exeter                                                                                              ,0,0,0,1,1,5,9,6,2,0,1,0,0,0,1
78,E07000042,Mid Devon                                                                                           ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
79,E07000043,North Devon                                                                                         ,0,0,0,0,0,3,7,4,5,0,1,1,0,0,0
80,E07000044,South Hams                                                                                          ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
81,E07000045,Teignbridge                                                                                         ,0,0,0,0,0,0,3,5,3,3,1,2,0,0,0
82,E07000046,Torridge                                                                                            ,0,0,0,0,0,1,3,4,1,0,0,0,0,0,0
83,E07000047,West Devon                                                                                          ,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
84,E07000061,Eastbourne                                                                                          ,0,0,0,1,2,4,3,6,4,9,8,1,2,1,0
85,E07000062,Hastings                                                                                            ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
86,E07000063,Lewes                                                                                               ,0,0,0,0,2,4,7,10,14,8,4,5,2,1,0
87,E07000064,Rother                                                                                              ,0,0,0,0,0,0,0,4,0,8,4,6,2,0,0
88,E07000065,Wealden                                                                                             ,0,0,0,0,1,1,6,11,7,6,8,7,5,1,2
89,E07000066,Basildon                                                                                            ,0,0,0,0,3,2,5,12,11,5,6,0,2,1,1
90,E07000067,Braintree                                                                                           ,0,0,0,0,1,4,7,6,5,4,2,2,3,0,0
91,E07000068,Brentwood                                                                                           ,0,0,1,0,0,3,6,2,4,2,2,1,1,2,0
92,E07000069,Castle Point                                                                                        ,0,0,0,0,0,2,1,3,2,2,1,2,1,2,0
93,E07000070,Chelmsford                                                                                          ,0,0,0,0,2,7,8,3,3,2,3,4,7,2,3
94,E07000071,Colchester                                                                                          ,0,0,0,1,0,6,5,8,8,3,4,0,3,1,0
95,E07000072,Epping Forest                                                                                       ,0,0,0,0,3,12,27,19,7,3,3,2,0,0,0
96,E07000073,Harlow                                                                                              ,0,0,0,0,2,3,4,2,1,0,1,0,0,0,0
97,E07000074,Maldon                                                                                              ,0,0,0,0,0,0,2,0,1,2,0,1,0,0,0
98,E07000075,Rochford                                                                                            ,0,0,0,0,0,0,0,2,3,5,1,3,1,1,1
99,E07000076,Tendring                                                                                            ,0,0,0,0,1,1,8,9,12,6,1,4,6,6,0
100,E07000077,Uttlesford                                                                                          ,0,0,0,0,0,3,2,3,4,5,4,1,1,0,0
101,E07000078,Cheltenham                                                                                          ,0,0,0,0,3,17,27,16,14,4,5,2,4,1,0
102,E07000079,Cotswold                                                                                            ,0,0,0,0,0,3,3,12,4,2,0,1,0,0,0
103,E07000080,Forest of Dean                                                                                      ,0,0,0,0,0,3,1,1,1,0,1,2,0,0,0
104,E07000081,Gloucester                                                                                          ,0,0,0,0,3,6,15,14,16,8,10,6,0,0,0
105,E07000082,Stroud                                                                                              ,0,0,0,0,0,1,9,9,6,7,0,0,0,1,0
106,E07000083,Tewkesbury                                                                                          ,0,0,0,0,0,5,17,16,12,6,1,2,0,0,2
107,E07000084,Basingstoke and Deane                                                                               ,0,0,1,0,2,4,4,6,5,6,0,0,5,5,2
108,E07000085,East Hampshire                                                                                      ,0,0,0,0,1,5,8,6,9,12,2,0,0,1,1
109,E07000086,Eastleigh                                                                                           ,0,0,0,0,1,8,6,14,11,9,4,0,1,0,2
110,E07000087,Fareham                                                                                             ,0,0,0,1,3,8,10,6,6,2,7,2,1,2,0
111,E07000088,Gosport                                                                                             ,0,0,0,0,2,5,7,11,2,3,1,0,0,0,0
112,E07000089,Hart                                                                                                ,0,0,0,0,0,2,3,1,3,1,1,0,0,0,1
113,E07000090,Havant                                                                                              ,0,0,0,1,0,5,16,6,5,6,4,1,3,1,1
114,E07000091,New Forest                                                                                          ,0,0,0,0,1,7,13,17,10,10,5,2,2,1,1
115,E07000092,Rushmoor                                                                                            ,0,0,0,0,1,1,6,15,14,1,1,1,2,2,0
116,E07000093,Test Valley                                                                                         ,0,0,0,0,0,3,13,12,14,6,9,8,3,2,0
117,E07000094,Winchester                                                                                          ,0,0,0,0,1,8,8,11,13,8,13,5,1,0,0
118,E07000095,Broxbourne                                                                                          ,0,0,0,0,1,2,5,3,4,2,0,0,0,0,0
119,E07000096,Dacorum                                                                                             ,0,0,0,3,2,7,10,6,1,1,2,0,0,0,0
120,E07000098,Hertsmere                                                                                           ,0,0,0,3,15,17,17,12,3,4,2,1,0,1,0
121,E07000099,North Hertfordshire                                                                                 ,0,0,0,0,1,4,10,10,4,6,6,7,1,2,0
122,E07000102,Three Rivers                                                                                        ,0,0,0,1,2,3,8,8,6,2,2,1,0,0,0
123,E07000103,Watford                                                                                             ,0,1,0,1,5,11,12,17,5,3,1,4,1,0,0
124,E07000105,Ashford                                                                                             ,0,0,0,0,0,3,9,5,11,6,5,1,3,5,4
125,E07000106,Canterbury                                                                                          ,0,0,0,0,2,7,4,2,5,3,1,6,0,2,0
126,E07000107,Dartford                                                                                            ,0,0,0,0,1,4,11,5,4,3,1,2,0,0,0
127,E07000108,Dover                                                                                               ,0,0,0,0,0,4,2,3,4,4,2,3,0,5,4
128,E07000109,Gravesham                                                                                           ,0,0,0,0,2,4,5,3,2,1,1,0,0,0,0
129,E07000110,Maidstone                                                                                           ,0,0,0,0,5,10,9,13,9,2,7,2,0,0,0
130,E07000111,Sevenoaks                                                                                           ,0,0,0,0,1,7,13,6,4,2,4,1,0,1,0
131,E07000112,Folkestone and Hythe                                                                                ,0,0,0,0,0,4,1,5,3,4,4,4,4,7,1
132,E07000113,Swale                                                                                               ,0,0,0,0,1,4,5,7,2,3,1,1,1,1,3
133,E07000114,Thanet                                                                                              ,0,0,0,0,2,9,9,12,13,4,3,1,0,1,1
134,E07000115,Tonbridge and Malling                                                                               ,0,0,0,0,0,3,4,3,3,7,3,4,5,1,1
135,E07000116,Tunbridge Wells                                                                                     ,0,0,0,0,2,3,6,4,5,1,4,3,6,3,5
136,E07000117,Burnley                                                                                             ,0,0,0,0,2,5,4,4,1,4,1,1,0,1,1
137,E07000118,Chorley                                                                                             ,0,0,0,0,1,5,16,7,7,9,9,1,2,1,2
138,E07000119,Fylde                                                                                               ,0,0,0,0,1,4,5,7,8,3,3,3,1,1,3
139,E07000120,Hyndburn                                                                                            ,0,0,0,0,0,0,3,7,5,3,0,2,2,1,2
140,E07000121,Lancaster                                                                                           ,0,0,0,1,1,2,3,1,3,3,6,3,0,0,0
141,E07000122,Pendle                                                                                              ,0,0,0,2,2,2,2,3,1,8,2,0,0,3,1
142,E07000123,Preston                                                                                             ,0,0,0,0,1,4,5,9,4,6,5,9,5,3,4
143,E07000124,Ribble Valley                                                                                       ,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
144,E07000125,Rossendale                                                                                          ,0,0,0,0,0,1,2,3,8,6,0,2,1,0,0
145,E07000126,South Ribble                                                                                        ,0,0,0,0,0,1,6,7,0,3,2,1,2,0,0
146,E07000127,West Lancashire                                                                                     ,0,0,0,0,0,5,10,9,8,5,4,2,2,0,0
147,E07000128,Wyre                                                                                                ,0,0,0,0,2,1,2,7,4,7,5,1,6,1,0
148,E07000129,Blaby                                                                                               ,0,0,0,0,0,0,2,6,4,3,2,2,1,4,1
149,E07000130,Charnwood                                                                                           ,0,0,1,2,4,6,8,5,4,5,6,3,4,4,2
150,E07000131,Harborough                                                                                          ,0,0,1,1,1,1,0,2,5,6,2,0,3,1,0
151,E07000132,Hinckley and Bosworth                                                                               ,0,0,0,0,2,0,2,5,7,14,3,2,1,3,0
152,E07000133,Melton                                                                                              ,0,0,1,0,1,5,1,1,0,2,0,1,0,0,0
153,E07000134,North West Leicestershire                                                                           ,0,0,0,0,2,9,5,0,0,1,0,1,1,0,0
154,E07000135,Oadby and Wigston                                                                                   ,0,0,0,0,0,3,3,4,2,2,1,1,1,1,0
155,E07000136,Boston                                                                                              ,0,0,0,0,0,2,0,1,0,0,1,1,0,1,0
156,E07000137,East Lindsey                                                                                        ,0,0,0,0,1,0,0,2,0,2,0,0,1,0,0
157,E07000138,Lincoln                                                                                             ,0,0,0,0,1,0,1,3,3,2,1,0,0,3,1
158,E07000139,North Kesteven                                                                                      ,0,0,0,0,2,4,5,0,1,1,0,0,1,1,0
159,E07000140,South Holland                                                                                       ,0,0,0,0,2,1,0,1,2,2,5,2,0,1,1
160,E07000141,South Kesteven                                                                                      ,0,0,0,0,0,7,4,5,6,0,4,3,0,4,1
161,E07000142,West Lindsey                                                                                        ,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0
162,E07000143,Breckland                                                                                           ,0,0,0,1,1,4,7,7,10,9,7,4,2,2,1
163,E07000144,Broadland                                                                                           ,0,0,0,0,0,0,1,4,6,4,8,4,3,0,1
164,E07000145,Great Yarmouth                                                                                      ,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3
165,E07000146,King's Lynn and West Norfolk                                                                        ,0,0,0,0,1,6,7,7,6,12,3,3,1,1,0
166,E07000147,North Norfolk                                                                                       ,0,0,0,0,0,0,2,2,2,5,3,1,2,1,0
167,E07000148,Norwich                                                                                             ,0,0,0,0,0,0,1,3,2,2,1,1,0,1,1
168,E07000149,South Norfolk                                                                                       ,0,0,0,0,0,2,4,3,8,8,5,1,0,2,1
169,E07000150,Corby                                                                                               ,0,0,0,0,0,1,1,1,3,0,2,0,0,0,0
170,E07000151,Daventry                                                                                            ,0,0,0,0,0,0,2,4,2,2,1,0,1,1,3
171,E07000152,East Northamptonshire                                                                               ,0,0,0,0,6,8,8,2,5,4,1,1,3,2,2
172,E07000153,Kettering                                                                                           ,0,0,0,1,0,3,3,4,3,3,5,7,2,2,1
173,E07000154,Northampton                                                                                         ,0,0,0,0,0,13,17,19,18,14,16,7,2,2,1
174,E07000155,South Northamptonshire                                                                              ,0,0,0,0,0,0,1,4,2,1,4,0,1,0,0
175,E07000156,Wellingborough                                                                                      ,0,0,0,0,1,3,3,6,1,3,5,1,0,1,1
176,E07000163,Craven                                                                                              ,0,0,0,0,0,5,5,7,5,1,4,2,0,1,0
177,E07000164,Hambleton                                                                                           ,0,0,0,0,0,3,8,8,4,2,0,1,1,0,2
178,E07000165,Harrogate                                                                                           ,0,0,0,0,8,6,10,21,11,11,8,15,6,5,9
179,E07000166,Richmondshire                                                                                       ,0,0,0,0,0,0,2,2,5,6,6,1,3,1,2
180,E07000167,Ryedale                                                                                             ,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1
181,E07000168,Scarborough                                                                                         ,0,0,0,0,1,10,5,6,3,8,3,2,1,0,0
182,E07000169,Selby                                                                                               ,0,0,0,0,0,2,2,0,1,2,2,1,0,0,1
183,E07000170,Ashfield                                                                                            ,0,0,0,1,1,8,10,13,15,13,7,2,3,0,2
184,E07000171,Bassetlaw                                                                                           ,0,0,0,0,0,2,8,6,3,0,1,3,4,0,4
185,E07000172,Broxtowe                                                                                            ,0,0,0,1,1,5,3,8,11,12,3,2,3,0,1
186,E07000173,Gedling                                                                                             ,0,0,0,0,1,8,16,10,11,5,6,6,4,0,0
187,E07000174,Mansfield                                                                                           ,0,0,0,0,5,3,3,2,4,2,0,0,0,1,2
188,E07000175,Newark and Sherwood                                                                                 ,0,0,0,1,1,6,12,5,4,1,3,3,0,0,0
189,E07000176,Rushcliffe                                                                                          ,0,0,0,0,2,3,10,7,5,2,5,4,7,0,0
190,E07000177,Cherwell                                                                                            ,0,0,0,1,1,9,13,14,12,8,8,2,1,0,1
191,E07000178,Oxford                                                                                              ,0,0,1,1,3,2,10,7,6,1,2,1,0,2,1
192,E07000179,South Oxfordshire                                                                                   ,0,0,1,1,2,4,14,9,8,6,8,10,5,0,2
193,E07000180,Vale of White Horse                                                                                 ,0,0,0,2,7,19,9,9,4,5,1,1,4,1,0
194,E07000181,West Oxfordshire                                                                                    ,0,0,0,0,0,9,14,17,15,6,7,2,5,1,2
195,E07000187,Mendip                                                                                              ,0,0,0,0,0,0,2,2,0,1,1,2,6,0,0
196,E07000188,Sedgemoor                                                                                           ,0,0,0,0,1,1,7,8,3,2,4,4,2,1,1
197,E07000189,South Somerset                                                                                      ,0,0,0,1,0,8,3,5,5,2,0,3,3,3,0
198,E07000192,Cannock Chase                                                                                       ,0,0,0,0,2,7,4,4,4,3,1,2,1,0,0
199,E07000193,East Staffordshire                                                                                  ,0,0,0,1,1,4,11,18,12,7,0,1,2,1,1
200,E07000194,Lichfield                                                                                           ,0,0,0,1,4,7,6,5,7,3,1,2,3,2,0
201,E07000195,Newcastle-under-Lyme                                                                                ,0,0,0,0,2,8,16,14,11,6,6,3,3,1,0
202,E07000196,South Staffordshire                                                                                 ,0,0,0,2,6,4,6,7,3,1,3,2,0,1,1
203,E07000197,Stafford                                                                                            ,0,0,0,0,1,1,6,11,8,7,11,5,1,2,1
204,E07000198,Staffordshire Moorlands                                                                             ,0,0,0,1,0,4,1,2,4,0,2,3,0,0,0
205,E07000199,Tamworth                                                                                            ,0,0,0,0,1,3,0,1,0,0,1,1,0,1,0
206,E07000200,Babergh                                                                                             ,0,0,0,0,1,2,2,12,5,1,2,0,0,2,1
207,E07000202,Ipswich                                                                                             ,0,0,0,0,4,4,6,10,17,7,6,1,0,0,1
208,E07000203,Mid Suffolk                                                                                         ,0,0,0,0,2,4,4,4,3,3,2,1,6,5,2
209,E07000207,Elmbridge                                                                                           ,0,0,2,1,3,6,8,4,4,2,3,1,3,4,2
210,E07000208,Epsom and Ewell                                                                                     ,0,0,0,0,2,4,3,2,3,2,1,2,1,1,0
211,E07000209,Guildford                                                                                           ,0,0,0,0,2,5,9,8,4,2,4,3,0,0,1
212,E07000210,Mole Valley                                                                                         ,0,0,0,2,5,8,9,6,7,5,2,6,1,1,0
213,E07000211,Reigate and Banstead                                                                                ,0,0,2,6,10,21,12,22,10,6,6,2,2,0,0
214,E07000212,Runnymede                                                                                           ,0,0,0,0,0,3,8,2,2,1,0,1,4,1,1
215,E07000213,Spelthorne                                                                                          ,0,0,0,0,7,9,11,5,5,1,1,3,0,0,0
216,E07000214,Surrey Heath                                                                                        ,0,0,0,1,1,4,8,10,10,7,4,1,0,1,0
217,E07000215,Tandridge                                                                                           ,0,0,1,1,2,3,6,10,3,3,7,2,0,3,0
218,E07000216,Waverley                                                                                            ,0,0,1,0,1,10,16,13,12,12,6,3,4,2,0
219,E07000217,Woking                                                                                              ,0,0,0,0,1,5,4,5,4,3,0,0,1,1,1
220,E07000218,North Warwickshire                                                                                  ,0,0,1,0,0,5,5,9,10,1,1,1,1,0,0
221,E07000219,Nuneaton and Bedworth                                                                               ,0,1,0,0,4,1,3,3,7,7,3,3,3,0,0
222,E07000220,Rugby                                                                                               ,0,0,0,0,2,3,6,5,6,6,8,2,5,0,0
223,E07000221,Stratford-on-Avon                                                                                   ,0,0,0,0,2,1,15,35,22,13,6,4,2,0,1
224,E07000222,Warwick                                                                                             ,0,0,0,0,2,2,7,8,7,3,4,5,2,2,1
225,E07000223,Adur                                                                                                ,0,0,0,0,1,1,3,3,5,1,3,0,0,0,0
226,E07000224,Arun                                                                                                ,0,0,0,0,1,1,2,7,4,2,4,5,3,2,1
227,E07000225,Chichester                                                                                          ,0,0,1,1,1,8,6,7,7,2,6,6,1,1,0
228,E07000226,Crawley                                                                                             ,0,0,0,1,0,1,7,2,3,4,2,1,1,1,0
229,E07000227,Horsham                                                                                             ,0,0,1,3,2,2,7,10,8,8,9,7,4,4,1
230,E07000228,Mid Sussex                                                                                          ,0,0,0,0,5,12,12,28,15,9,14,7,1,0,0
231,E07000229,Worthing                                                                                            ,0,0,0,0,0,1,10,12,8,5,4,2,0,1,1
232,E07000234,Bromsgrove                                                                                          ,0,0,0,1,3,9,14,8,6,12,2,5,2,4,2
233,E07000235,Malvern Hills                                                                                       ,0,0,0,1,0,3,7,6,4,1,0,2,0,0,0
234,E07000236,Redditch                                                                                            ,0,0,0,0,0,3,1,0,1,2,2,1,1,0,0
235,E07000237,Worcester                                                                                           ,0,0,0,0,0,1,1,7,8,6,1,1,3,1,0
236,E07000238,Wychavon                                                                                            ,0,0,0,0,2,9,11,14,6,6,1,1,1,0,1
237,E07000239,Wyre Forest                                                                                         ,0,0,0,0,2,3,7,10,14,6,2,6,0,0,0
238,E07000240,St Albans                                                                                           ,0,0,0,1,0,6,9,9,8,3,2,0,0,0,0
239,E07000241,Welwyn Hatfield                                                                                     ,0,0,0,3,3,3,3,2,8,4,3,4,6,0,0
240,E07000242,East Hertfordshire                                                                                  ,0,0,0,0,1,9,5,13,1,1,2,1,1,0,1
241,E07000243,Stevenage                                                                                           ,0,0,0,0,0,1,11,11,2,1,1,1,1,0,0
242,E07000244,East Suffolk                                                                                        ,0,0,0,1,4,5,18,24,13,7,7,10,10,3,3
243,E07000245,West Suffolk                                                                                        ,0,0,0,0,0,1,2,4,7,5,5,5,2,1,0
244,E07000246,Somerset West and Taunton                                                                           ,0,0,0,0,0,1,2,7,6,1,2,1,3,1,0
245,E08000001,Bolton                                                                                              ,0,0,0,1,4,12,24,23,18,13,8,8,4,7,1
246,E08000002,Bury                                                                                                ,0,0,0,1,3,6,21,18,12,9,5,2,5,8,4
247,E08000003,Manchester                                                                                          ,0,0,1,0,6,13,23,17,20,12,14,4,3,3,2
248,E08000004,Oldham                                                                                              ,0,0,1,3,3,18,36,23,7,8,3,4,4,1,1
249,E08000005,Rochdale                                                                                            ,0,0,0,2,6,8,14,18,5,3,3,6,2,2,1
250,E08000006,Salford                                                                                             ,0,0,0,2,28,30,14,19,22,6,9,6,4,1,1
251,E08000007,Stockport                                                                                           ,0,0,2,2,11,17,26,31,21,17,9,7,9,3,2
252,E08000008,Tameside                                                                                            ,0,1,0,3,5,5,15,15,3,6,13,3,4,4,1
253,E08000009,Trafford                                                                                            ,0,1,1,0,2,6,12,16,18,11,4,6,10,8,1
254,E08000010,Wigan                                                                                               ,0,0,0,0,5,5,20,21,25,14,14,15,2,2,2
255,E08000011,Knowsley                                                                                            ,0,0,0,0,1,1,11,9,10,11,6,3,1,2,1
256,E08000012,Liverpool                                                                                           ,0,0,0,2,10,39,48,41,26,12,11,5,2,0,2
257,E08000013,St. Helens                                                                                          ,0,0,0,0,1,2,19,24,27,17,6,0,2,0,3
258,E08000014,Sefton                                                                                              ,0,0,0,0,5,24,15,10,9,4,5,3,1,1,1
259,E08000015,Wirral                                                                                              ,0,0,0,0,3,18,37,43,23,12,10,9,9,4,2
260,E08000016,Barnsley                                                                                            ,0,0,0,1,2,13,19,13,14,19,13,11,7,6,2
261,E08000017,Doncaster                                                                                           ,0,0,0,0,0,2,11,14,11,8,8,10,4,6,3
262,E08000018,Rotherham                                                                                           ,0,0,0,0,3,13,35,28,9,10,7,4,2,6,3
263,E08000019,Sheffield                                                                                           ,0,0,0,0,8,34,67,53,55,41,27,28,11,4,1
264,E08000021,Newcastle upon Tyne                                                                                 ,0,0,0,2,6,21,20,19,21,12,11,20,12,8,8
265,E08000022,North Tyneside                                                                                      ,0,0,0,2,1,3,8,9,13,16,11,4,5,1,0
266,E08000023,South Tyneside                                                                                      ,0,0,0,0,0,6,11,16,19,16,8,22,5,1,0
267,E08000024,Sunderland                                                                                          ,0,0,0,0,9,22,29,22,19,16,14,5,9,1,0
268,E08000025,Birmingham                                                                                          ,0,0,3,11,34,61,70,56,52,31,16,13,7,5,2
269,E08000026,Coventry                                                                                            ,0,0,0,1,11,16,27,18,10,7,7,7,3,4,1
270,E08000027,Dudley                                                                                              ,0,0,0,2,8,15,18,15,11,10,3,5,5,2,4
271,E08000028,Sandwell                                                                                            ,0,0,1,2,12,13,16,19,12,7,4,4,1,0,0
272,E08000029,Solihull                                                                                            ,0,0,0,0,4,13,22,21,24,9,12,5,1,2,2
273,E08000030,Walsall                                                                                             ,0,0,0,0,6,16,15,17,19,13,9,6,3,2,0
274,E08000031,Wolverhampton                                                                                       ,0,0,3,5,15,5,16,5,19,4,7,1,1,2,2
